image_id,category_id,bbox,score
735,7,"[1369.0, 392.0, 330.0, 75.0]",0.326016038656234
735,18,"[32.0, 159.0, 1079.0, 303.0]",0.30887028574943504
735,1,"[1039.0, 446.0, 646.0, 140.0]",0.29997405409812905
735,2,"[980.0, 403.0, 73.0, 109.0]",0.29574325680732705
735,2,"[891.0, 428.0, 750.0, 153.0]",0.293519526720047
735,5,"[530.0, 559.0, 96.0, 94.0]",0.29247257113456704
735,1,"[526.0, 337.0, 112.0, 156.0]",0.29088020324707003
735,1,"[531.0, 368.0, 625.0, 162.0]",0.278017342090606
735,2,"[957.0, 422.0, 361.0, 94.0]",0.271523147821426
735,5,"[560.0, 527.0, 1101.0, 278.0]",0.269286453723907
735,7,"[965.0, 330.0, 702.0, 137.0]",0.24891959130764002
735,5,"[1082.0, 552.0, 392.0, 113.0]",0.23763211071491203
735,5,"[981.0, 482.0, 724.0, 173.0]",0.219070881605148
735,7,"[500.0, 312.0, 973.0, 154.0]",0.204616084694862
735,7,"[991.0, 400.0, 705.0, 137.0]",0.200762540102005
86,31,"[33.0, 74.0, 970.0, 968.0]",0.879654765129089
86,2,"[1116.0, 634.0, 152.0, 187.0]",0.8404789566993711
86,7,"[1183.0, 558.0, 73.0, 83.0]",0.636795997619628
86,5,"[1138.0, 918.0, 119.0, 160.0]",0.32565888762474005
86,24,"[1840.0, 770.0, 74.0, 126.0]",0.30308306217193604
850,31,"[6.0, 20.0, 1283.0, 1047.0]",0.8371027708053581
850,2,"[908.0, 61.0, 396.0, 379.0]",0.607998073101043
850,17,"[1609.0, 91.0, 311.0, 453.0]",0.43075060844421303
850,5,"[1074.0, 608.0, 208.0, 381.0]",0.422482132911682
850,7,"[896.0, 75.0, 84.0, 92.0]",0.29293420910835205
850,5,"[890.0, 453.0, 951.0, 513.0]",0.292186021804809
850,5,"[846.0, 440.0, 98.0, 112.0]",0.273032367229461
850,5,"[933.0, 427.0, 322.0, 512.0]",0.261786609888076
850,1,"[850.0, 161.0, 128.0, 183.0]",0.22960345447063402
43,7,"[1121.0, 567.0, 92.0, 114.0]",0.5428609251976011
43,2,"[1059.0, 668.0, 188.0, 222.0]",0.40563139319419805
43,31,"[49.0, 437.0, 950.0, 457.0]",0.336355775594711
43,2,"[1046.0, 557.0, 793.0, 452.0]",0.21155966818332603
782,18,"[791.0, 47.0, 442.0, 352.0]",0.7827535867691041
782,18,"[95.0, 38.0, 1154.0, 362.0]",0.692002475261688
782,5,"[1799.0, 613.0, 99.0, 85.0]",0.6077840924263
782,5,"[201.0, 539.0, 1140.0, 267.0]",0.5572960376739501
782,5,"[507.0, 559.0, 738.0, 185.0]",0.549713373184204
782,5,"[1122.0, 553.0, 795.0, 178.0]",0.42501446604728704
782,5,"[156.0, 539.0, 486.0, 207.0]",0.378841787576675
782,5,"[1022.0, 581.0, 192.0, 151.0]",0.37160483002662603
782,1,"[1841.0, 452.0, 76.0, 113.0]",0.34561055898666304
782,18,"[45.0, 65.0, 514.0, 311.0]",0.31302049756050104
782,2,"[164.0, 388.0, 962.0, 141.0]",0.296861886978149
782,2,"[134.0, 407.0, 87.0, 89.0]",0.28728237748146
782,7,"[973.0, 355.0, 352.0, 71.0]",0.270368605852127
782,7,"[960.0, 336.0, 959.0, 147.0]",0.265022605657577
782,1,"[134.0, 407.0, 87.0, 89.0]",0.25232407450675903
782,1,"[480.0, 423.0, 1440.0, 289.0]",0.23193980753421703
782,2,"[429.0, 410.0, 95.0, 107.0]",0.229972019791603
782,5,"[1269.0, 488.0, 113.0, 65.0]",0.20837539434432903
782,5,"[156.0, 534.0, 84.0, 83.0]",0.20666857063770203
782,1,"[416.0, 391.0, 784.0, 145.0]",0.205053657293319
782,1,"[954.0, 403.0, 262.0, 149.0]",0.20113265514373702
782,7,"[394.0, 348.0, 795.0, 118.0]",0.20005616545677102
426,18,"[995.0, 140.0, 438.0, 323.0]",0.652010321617126
426,18,"[357.0, 106.0, 1154.0, 375.0]",0.48260086774826005
426,2,"[1503.0, 525.0, 90.0, 90.0]",0.48073288798332203
426,18,"[343.0, 73.0, 471.0, 322.0]",0.45639869570732106
426,1,"[616.0, 447.0, 802.0, 148.0]",0.45090028643608004
426,5,"[685.0, 613.0, 847.0, 154.0]",0.423309117555618
426,5,"[1229.0, 646.0, 336.0, 103.0]",0.415611535310745
426,5,"[606.0, 560.0, 656.0, 170.0]",0.362087994813919
426,1,"[775.0, 487.0, 760.0, 159.0]",0.34458243846893305
426,5,"[570.0, 602.0, 974.0, 358.0]",0.29773691296577404
426,5,"[1471.0, 654.0, 82.0, 84.0]",0.29037669301033003
426,1,"[1106.0, 483.0, 316.0, 115.0]",0.28003683686256403
426,7,"[612.0, 392.0, 178.0, 56.0]",0.23140384256839702
426,7,"[652.0, 386.0, 468.0, 71.0]",0.22863745689392
426,2,"[1297.0, 515.0, 306.0, 101.0]",0.22088721394538802
426,7,"[1110.0, 443.0, 469.0, 72.0]",0.220077276229858
426,1,"[722.0, 458.0, 83.0, 92.0]",0.214691549539566
100,31,"[17.0, 7.0, 898.0, 529.0]",0.6432780027389521
100,5,"[1048.0, 801.0, 177.0, 128.0]",0.5605307817459101
100,7,"[1114.0, 515.0, 72.0, 68.0]",0.326257914304733
100,2,"[1042.0, 568.0, 173.0, 160.0]",0.30117586255073503
100,7,"[1104.0, 505.0, 205.0, 110.0]",0.276331186294555
100,1,"[1043.0, 562.0, 197.0, 151.0]",0.26093667745590204
406,18,"[387.0, 55.0, 428.0, 340.0]",0.7419863343238831
406,1,"[1700.0, 492.0, 87.0, 84.0]",0.592678606510162
406,1,"[407.0, 412.0, 620.0, 173.0]",0.48499211668968206
406,5,"[476.0, 612.0, 1214.0, 336.0]",0.40025219321250904
406,5,"[1709.0, 606.0, 70.0, 63.0]",0.38365730643272405
406,5,"[494.0, 590.0, 650.0, 184.0]",0.320187300443649
406,5,"[505.0, 623.0, 136.0, 135.0]",0.310406178236007
406,5,"[1283.0, 608.0, 522.0, 164.0]",0.30207547545433
406,5,"[882.0, 584.0, 940.0, 178.0]",0.300997465848922
406,1,"[472.0, 417.0, 1269.0, 275.0]",0.28768315911293
406,7,"[427.0, 345.0, 580.0, 125.0]",0.265771389007568
406,7,"[863.0, 388.0, 986.0, 144.0]",0.24804636836051902
406,7,"[562.0, 343.0, 57.0, 72.0]",0.22309313714504203
406,1,"[1262.0, 464.0, 551.0, 191.0]",0.222801059484481
406,7,"[411.0, 291.0, 1373.0, 285.0]",0.22049364447593603
406,7,"[383.0, 351.0, 262.0, 75.0]",0.214310139417648
406,7,"[1286.0, 414.0, 516.0, 79.0]",0.20569019019603701
406,7,"[902.0, 414.0, 464.0, 79.0]",0.200822725892066
812,29,"[159.0, 0.0, 1430.0, 1023.0]",0.7792451381683351
237,5,"[1443.0, 526.0, 477.0, 218.0]",0.5190491676330561
237,18,"[458.0, 18.0, 468.0, 266.0]",0.48913884162902804
237,18,"[467.0, 11.0, 1167.0, 320.0]",0.423419952392578
237,18,"[1106.0, 0.0, 295.0, 311.0]",0.358116269111633
237,1,"[602.0, 308.0, 1283.0, 282.0]",0.33115077018737704
237,1,"[653.0, 351.0, 69.0, 103.0]",0.32581996917724604
237,1,"[1088.0, 315.0, 512.0, 176.0]",0.318347662687301
237,1,"[661.0, 311.0, 618.0, 171.0]",0.31490716338157604
237,5,"[715.0, 501.0, 1125.0, 342.0]",0.303159803152084
237,5,"[659.0, 481.0, 61.0, 79.0]",0.291965305805206
237,5,"[558.0, 467.0, 1015.0, 189.0]",0.24450016021728502
237,1,"[1101.0, 328.0, 83.0, 95.0]",0.222374483942985
237,7,"[1060.0, 247.0, 860.0, 158.0]",0.20502053201198503
615,5,"[1716.0, 836.0, 201.0, 195.0]",0.6681087613105771
615,1,"[851.0, 391.0, 1034.0, 289.0]",0.6649343967437741
615,18,"[771.0, 87.0, 408.0, 354.0]",0.5956842303276061
615,18,"[80.0, 30.0, 1100.0, 380.0]",0.502136468887329
615,5,"[807.0, 571.0, 520.0, 155.0]",0.395772516727447
615,2,"[227.0, 407.0, 76.0, 93.0]",0.354198992252349
615,1,"[776.0, 420.0, 539.0, 159.0]",0.34433168172836304
615,5,"[874.0, 588.0, 1046.0, 427.0]",0.341489851474761
615,7,"[1853.0, 264.0, 67.0, 134.0]",0.30880361795425404
615,7,"[1142.0, 302.0, 743.0, 161.0]",0.302886366844177
615,18,"[19.0, 63.0, 498.0, 304.0]",0.24883161485195102
615,7,"[1150.0, 358.0, 142.0, 58.0]",0.24031144380569402
615,7,"[786.0, 376.0, 425.0, 76.0]",0.23183155059814403
615,5,"[128.0, 518.0, 1237.0, 288.0]",0.23098433017730702
615,5,"[1106.0, 602.0, 168.0, 117.0]",0.230449169874191
615,5,"[207.0, 546.0, 733.0, 160.0]",0.23006992042064603
615,1,"[764.0, 435.0, 86.0, 97.0]",0.220457285642623
615,2,"[1143.0, 411.0, 171.0, 140.0]",0.219733968377113
615,1,"[1705.0, 383.0, 215.0, 354.0]",0.20669645071029602
615,5,"[592.0, 475.0, 1328.0, 315.0]",0.20206415653228701
719,5,"[402.0, 507.0, 755.0, 142.0]",0.646567285060882
719,1,"[401.0, 261.0, 649.0, 181.0]",0.536163091659545
719,7,"[588.0, 181.0, 78.0, 79.0]",0.43351885676383906
719,7,"[418.0, 193.0, 250.0, 114.0]",0.354737550020217
719,18,"[845.0, 130.0, 426.0, 233.0]",0.309711515903472
719,5,"[937.0, 495.0, 264.0, 136.0]",0.30851492285728405
719,7,"[960.0, 240.0, 222.0, 114.0]",0.29813054203987105
719,5,"[454.0, 441.0, 992.0, 509.0]",0.29497483372688205
719,7,"[452.0, 182.0, 719.0, 166.0]",0.29075229167938205
719,5,"[1143.0, 490.0, 386.0, 91.0]",0.290604710578918
719,7,"[963.0, 223.0, 59.0, 68.0]",0.27561736106872503
719,1,"[381.0, 259.0, 1071.0, 302.0]",0.25150564312934803
719,7,"[628.0, 221.0, 381.0, 81.0]",0.25085055828094405
719,1,"[363.0, 288.0, 127.0, 155.0]",0.243948236107826
719,1,"[907.0, 349.0, 585.0, 177.0]",0.219611972570419
719,18,"[72.0, 103.0, 492.0, 232.0]",0.21523645520210202
719,5,"[1389.0, 494.0, 135.0, 66.0]",0.206198871135711
719,1,"[927.0, 304.0, 284.0, 147.0]",0.204026356339454
719,7,"[1143.0, 342.0, 350.0, 91.0]",0.20131440460681901
828,35,"[785.0, 608.0, 207.0, 137.0]",0.500089049339294
828,31,"[1042.0, 0.0, 562.0, 304.0]",0.410133510828018
828,24,"[1059.0, 124.0, 115.0, 289.0]",0.26544940471649103
123,20,"[0.0, 1.0, 658.0, 930.0]",0.9215651154518121
123,1,"[593.0, 723.0, 973.0, 357.0]",0.733969748020172
123,20,"[0.0, 41.0, 1542.0, 959.0]",0.547904431819915
123,1,"[1080.0, 806.0, 500.0, 274.0]",0.534367263317108
123,18,"[888.0, 0.0, 563.0, 759.0]",0.49296176433563205
123,7,"[695.0, 587.0, 822.0, 197.0]",0.43317818641662603
123,31,"[1464.0, 466.0, 456.0, 345.0]",0.387786448001861
123,31,"[1294.0, 453.0, 626.0, 620.0]",0.284153252840042
123,1,"[605.0, 706.0, 426.0, 352.0]",0.27550226449966403
123,7,"[728.0, 577.0, 149.0, 156.0]",0.23318441212177202
123,31,"[252.0, 0.0, 1668.0, 994.0]",0.20120884478092102
629,18,"[600.0, 106.0, 429.0, 357.0]",0.800780177116394
629,1,"[1323.0, 517.0, 88.0, 101.0]",0.512869477272033
629,5,"[1310.0, 650.0, 79.0, 82.0]",0.4649099111557
629,5,"[844.0, 615.0, 536.0, 148.0]",0.45755967497825606
629,5,"[167.0, 601.0, 1212.0, 326.0]",0.450867623090744
629,18,"[152.0, 110.0, 983.0, 336.0]",0.39672482013702304
629,5,"[117.0, 507.0, 1314.0, 290.0]",0.37853327393531805
629,5,"[421.0, 593.0, 610.0, 166.0]",0.348826348781585
629,18,"[0.0, 68.0, 345.0, 321.0]",0.347270250320434
629,1,"[1118.0, 503.0, 292.0, 125.0]",0.313717275857925
629,7,"[38.0, 382.0, 464.0, 77.0]",0.298677921295166
629,5,"[53.0, 563.0, 574.0, 152.0]",0.295505344867706
629,7,"[908.0, 414.0, 340.0, 78.0]",0.26838156580924905
629,2,"[25.0, 439.0, 76.0, 86.0]",0.25877863168716403
629,2,"[346.0, 441.0, 725.0, 143.0]",0.254278063774108
629,5,"[37.0, 580.0, 418.0, 102.0]",0.23037607967853502
629,1,"[813.0, 480.0, 578.0, 166.0]",0.223076283931732
629,1,"[346.0, 441.0, 725.0, 143.0]",0.22303234040737102
629,7,"[37.0, 330.0, 907.0, 139.0]",0.207004010677337
629,5,"[893.0, 631.0, 78.0, 110.0]",0.204933539032936
588,7,"[1397.0, 343.0, 66.0, 74.0]",0.7805675268173211
588,1,"[86.0, 382.0, 574.0, 169.0]",0.659659504890441
588,18,"[486.0, 211.0, 419.0, 257.0]",0.522325217723846
588,5,"[69.0, 573.0, 643.0, 151.0]",0.5198737382888791
588,5,"[1239.0, 607.0, 198.0, 118.0]",0.497574806213378
588,1,"[1330.0, 405.0, 174.0, 163.0]",0.49239185452461204
588,7,"[377.0, 278.0, 61.0, 73.0]",0.34414267539978005
588,5,"[119.0, 555.0, 1353.0, 419.0]",0.32918632030487005
588,5,"[94.0, 529.0, 1409.0, 251.0]",0.287841886281967
588,1,"[249.0, 382.0, 1224.0, 310.0]",0.27895739674568104
588,5,"[593.0, 578.0, 72.0, 100.0]",0.269124388694763
588,1,"[52.0, 431.0, 70.0, 87.0]",0.26331427693367004
588,7,"[396.0, 294.0, 245.0, 119.0]",0.259548723697662
588,5,"[511.0, 586.0, 906.0, 184.0]",0.25562524795532204
588,5,"[58.0, 567.0, 75.0, 81.0]",0.25072032213211004
588,18,"[40.0, 193.0, 175.0, 216.0]",0.23345977067947302
588,18,"[48.0, 150.0, 915.0, 359.0]",0.23057582974433902
588,5,"[1367.0, 625.0, 77.0, 107.0]",0.20374107360839802
489,20,"[112.0, 277.0, 1355.0, 508.0]",0.8445942401885981
489,2,"[768.0, 732.0, 75.0, 93.0]",0.377367258071899
489,31,"[1492.0, 287.0, 424.0, 440.0]",0.336255192756652
489,5,"[753.0, 875.0, 69.0, 81.0]",0.28909364342689503
227,5,"[411.0, 640.0, 485.0, 253.0]",0.848798692226409
227,1,"[1740.0, 348.0, 172.0, 244.0]",0.688612461090087
227,1,"[442.0, 354.0, 494.0, 256.0]",0.669923782348632
227,8,"[461.0, 294.0, 98.0, 93.0]",0.609988212585449
227,5,"[1743.0, 668.0, 120.0, 172.0]",0.507628619670867
227,8,"[721.0, 295.0, 93.0, 105.0]",0.500303983688354
227,8,"[1820.0, 260.0, 92.0, 112.0]",0.44262570142745905
227,5,"[382.0, 630.0, 1538.0, 327.0]",0.431767672300338
227,8,"[829.0, 303.0, 74.0, 74.0]",0.367610156536102
227,8,"[727.0, 286.0, 138.0, 144.0]",0.313746601343154
227,7,"[482.0, 290.0, 348.0, 121.0]",0.297126024961471
227,1,"[428.0, 277.0, 1492.0, 333.0]",0.259402304887771
227,1,"[389.0, 372.0, 186.0, 194.0]",0.245746776461601
227,5,"[698.0, 683.0, 174.0, 179.0]",0.24418254196643802
227,5,"[372.0, 400.0, 616.0, 454.0]",0.203060880303382
530,31,"[66.0, 1.0, 626.0, 803.0]",0.6822408437728881
530,31,"[309.0, 401.0, 364.0, 389.0]",0.33921977877616805
708,18,"[277.0, 112.0, 421.0, 332.0]",0.6657634973526001
708,1,"[20.0, 295.0, 126.0, 144.0]",0.531290411949157
708,7,"[828.0, 316.0, 268.0, 79.0]",0.51450628042221
708,2,"[776.0, 359.0, 361.0, 119.0]",0.466555118560791
708,5,"[788.0, 511.0, 355.0, 101.0]",0.44007217884063704
708,7,"[85.0, 251.0, 56.0, 61.0]",0.37722125649452204
708,2,"[534.0, 368.0, 594.0, 157.0]",0.33041447401046703
708,5,"[2.0, 487.0, 943.0, 162.0]",0.32129088044166504
708,5,"[86.0, 492.0, 1049.0, 346.0]",0.30439084768295205
708,5,"[10.0, 497.0, 169.0, 103.0]",0.301385670900344
708,5,"[387.0, 489.0, 802.0, 152.0]",0.278862416744232
708,2,"[1068.0, 377.0, 69.0, 100.0]",0.271879315376281
708,5,"[66.0, 485.0, 438.0, 101.0]",0.232672095298767
708,1,"[20.0, 368.0, 909.0, 161.0]",0.229866534471511
708,1,"[33.0, 308.0, 582.0, 163.0]",0.213131174445152
335,18,"[79.0, 134.0, 1149.0, 342.0]",0.6695845127105711
335,18,"[790.0, 139.0, 429.0, 344.0]",0.6689493656158441
335,5,"[82.0, 603.0, 87.0, 86.0]",0.457114040851593
335,18,"[52.0, 118.0, 547.0, 286.0]",0.424045383930206
335,5,"[506.0, 610.0, 619.0, 163.0]",0.42066583037376404
335,5,"[92.0, 614.0, 1195.0, 360.0]",0.38484963774681
335,2,"[472.0, 452.0, 81.0, 112.0]",0.332976818084716
335,1,"[78.0, 444.0, 85.0, 114.0]",0.331107109785079
335,1,"[561.0, 473.0, 642.0, 175.0]",0.32261806726455605
335,1,"[970.0, 488.0, 478.0, 150.0]",0.30087015032768205
335,1,"[990.0, 481.0, 152.0, 140.0]",0.293811559677124
335,5,"[96.0, 556.0, 623.0, 158.0]",0.292407006025314
335,1,"[86.0, 421.0, 1202.0, 267.0]",0.29023528099060003
335,2,"[482.0, 449.0, 175.0, 116.0]",0.26186221837997403
335,1,"[1396.0, 510.0, 70.0, 64.0]",0.24484670162200903
335,2,"[80.0, 433.0, 596.0, 166.0]",0.223193481564521
335,5,"[1025.0, 669.0, 92.0, 94.0]",0.209312796592712
335,7,"[491.0, 413.0, 136.0, 44.0]",0.205274105072021
181,1,"[411.0, 385.0, 1100.0, 325.0]",0.6644154191017151
181,5,"[1049.0, 783.0, 167.0, 218.0]",0.6344584822654721
181,7,"[1145.0, 347.0, 85.0, 103.0]",0.589679062366485
181,5,"[369.0, 686.0, 914.0, 355.0]",0.582410514354705
181,1,"[1091.0, 446.0, 604.0, 245.0]",0.48677662014961204
181,1,"[1614.0, 516.0, 67.0, 77.0]",0.454560130834579
181,18,"[1073.0, 81.0, 381.0, 347.0]",0.452763676643371
181,8,"[378.0, 229.0, 187.0, 154.0]",0.44661504030227606
181,1,"[337.0, 353.0, 296.0, 307.0]",0.41115686297416604
181,5,"[381.0, 814.0, 109.0, 233.0]",0.389931082725524
181,1,"[342.0, 451.0, 973.0, 459.0]",0.38502380251884405
181,2,"[281.0, 347.0, 83.0, 90.0]",0.381414145231246
181,5,"[1594.0, 622.0, 75.0, 67.0]",0.37229669094085605
181,18,"[355.0, 40.0, 1088.0, 383.0]",0.364100754261016
181,18,"[495.0, 14.0, 353.0, 365.0]",0.353626191616058
181,7,"[536.0, 325.0, 684.0, 153.0]",0.314293026924133
181,1,"[1084.0, 445.0, 193.0, 226.0]",0.29098674654960605
181,7,"[1086.0, 366.0, 537.0, 171.0]",0.278949797153472
181,5,"[1057.0, 625.0, 584.0, 348.0]",0.27244347333908003
181,5,"[285.0, 483.0, 65.0, 73.0]",0.22498382627964003
181,5,"[1079.0, 700.0, 349.0, 295.0]",0.20109075307846003
638,18,"[40.0, 40.0, 527.0, 354.0]",0.6628725528717041
638,1,"[62.0, 393.0, 83.0, 70.0]",0.619353353977203
638,5,"[749.0, 646.0, 531.0, 247.0]",0.5309541821479791
638,7,"[830.0, 356.0, 261.0, 138.0]",0.455661714076995
638,7,"[799.0, 366.0, 614.0, 163.0]",0.36756828427314703
638,18,"[51.0, 17.0, 1072.0, 407.0]",0.348151087760925
638,5,"[54.0, 502.0, 76.0, 64.0]",0.34170144796371404
638,7,"[834.0, 354.0, 88.0, 98.0]",0.33177626132965005
638,5,"[747.0, 736.0, 154.0, 166.0]",0.31480160355567904
638,5,"[68.0, 579.0, 1222.0, 357.0]",0.300387322902679
638,1,"[728.0, 434.0, 168.0, 204.0]",0.289684683084487
638,2,"[732.0, 454.0, 698.0, 192.0]",0.245005950331687
638,1,"[0.0, 419.0, 1199.0, 289.0]",0.244808360934257
638,7,"[1015.0, 416.0, 444.0, 80.0]",0.205765217542648
638,1,"[732.0, 454.0, 698.0, 192.0]",0.204959392547607
209,5,"[1700.0, 862.0, 208.0, 218.0]",0.532642781734466
209,1,"[1065.0, 327.0, 810.0, 429.0]",0.47768461704254106
209,1,"[1058.0, 341.0, 609.0, 196.0]",0.443083137273788
209,5,"[1059.0, 534.0, 220.0, 146.0]",0.387255519628524
209,5,"[63.0, 327.0, 666.0, 139.0]",0.363400340080261
209,5,"[71.0, 313.0, 266.0, 116.0]",0.33932277560234003
209,1,"[603.0, 239.0, 80.0, 70.0]",0.33732107281684803
209,5,"[1015.0, 528.0, 899.0, 477.0]",0.33560335636138905
209,1,"[1641.0, 421.0, 279.0, 344.0]",0.329611927270889
209,7,"[1101.0, 255.0, 612.0, 165.0]",0.278771072626113
209,5,"[68.0, 336.0, 95.0, 87.0]",0.275430649518966
209,5,"[96.0, 348.0, 1347.0, 385.0]",0.260614037513732
209,5,"[211.0, 320.0, 485.0, 82.0]",0.23802736401557903
209,5,"[1046.0, 512.0, 650.0, 200.0]",0.233235880732536
209,7,"[134.0, 149.0, 175.0, 56.0]",0.23039743304252602
209,2,"[85.0, 187.0, 275.0, 108.0]",0.22546529769897403
209,2,"[70.0, 199.0, 611.0, 146.0]",0.22216385602951003
209,5,"[1054.0, 532.0, 82.0, 113.0]",0.21553558111190702
209,8,"[56.0, 147.0, 65.0, 56.0]",0.202615112066268
758,18,"[372.0, 0.0, 461.0, 341.0]",0.632010519504547
758,1,"[176.0, 335.0, 207.0, 124.0]",0.49278545379638605
758,5,"[1068.0, 531.0, 213.0, 151.0]",0.45877960324287403
758,5,"[295.0, 539.0, 109.0, 83.0]",0.429030716419219
758,5,"[1071.0, 488.0, 584.0, 201.0]",0.38513034582138
758,1,"[1057.0, 347.0, 603.0, 181.0]",0.37341758608818004
758,2,"[1616.0, 351.0, 69.0, 80.0]",0.324481815099716
758,7,"[1073.0, 267.0, 590.0, 142.0]",0.31921955943107605
758,5,"[183.0, 489.0, 1310.0, 320.0]",0.318794757127761
758,1,"[1054.0, 345.0, 236.0, 152.0]",0.309281259775161
758,7,"[1110.0, 263.0, 60.0, 81.0]",0.29322168231010404
758,5,"[198.0, 492.0, 205.0, 134.0]",0.291407853364944
758,1,"[140.0, 324.0, 1271.0, 250.0]",0.27344635128974903
758,5,"[242.0, 522.0, 985.0, 178.0]",0.22160093486309002
758,2,"[1055.0, 340.0, 165.0, 149.0]",0.22075062990188601
758,1,"[1613.0, 350.0, 70.0, 82.0]",0.20736995339393602
758,7,"[294.0, 284.0, 55.0, 61.0]",0.206131428480148
758,18,"[8.0, 0.0, 319.0, 321.0]",0.201840162277221
83,31,"[48.0, 75.0, 917.0, 966.0]",0.854838669300079
83,2,"[1051.0, 646.0, 137.0, 167.0]",0.765677034854888
83,7,"[1087.0, 560.0, 66.0, 90.0]",0.564350187778472
83,5,"[1057.0, 886.0, 104.0, 170.0]",0.47129726409912104
496,31,"[0.0, 31.0, 1920.0, 859.0]",0.9229852557182311
496,1,"[1165.0, 728.0, 79.0, 87.0]",0.596374690532684
496,31,"[307.0, 302.0, 1613.0, 425.0]",0.417843520641326
496,5,"[1167.0, 856.0, 91.0, 67.0]",0.27270299196243203
127,7,"[1214.0, 412.0, 82.0, 97.0]",0.7567005753517151
127,5,"[538.0, 744.0, 353.0, 245.0]",0.542146205902099
127,5,"[531.0, 766.0, 738.0, 222.0]",0.49364104866981506
127,7,"[780.0, 248.0, 107.0, 94.0]",0.475005865097045
127,31,"[395.0, 381.0, 1061.0, 347.0]",0.43076428771018904
127,2,"[1147.0, 507.0, 125.0, 217.0]",0.42183384299278204
127,18,"[635.0, 0.0, 302.0, 404.0]",0.41940328478813105
127,31,"[1078.0, 444.0, 484.0, 259.0]",0.406646251678466
127,5,"[1074.0, 806.0, 176.0, 161.0]",0.39886757731437605
127,31,"[76.0, 61.0, 1628.0, 925.0]",0.368098378181457
127,7,"[800.0, 279.0, 492.0, 233.0]",0.336246520280838
127,1,"[684.0, 336.0, 261.0, 319.0]",0.287096589803695
127,31,"[127.0, 10.0, 779.0, 711.0]",0.22405129671096802
127,31,"[1311.0, 455.0, 261.0, 155.0]",0.21997795999050102
931,31,"[27.0, 64.0, 1583.0, 991.0]",0.894996583461761
931,5,"[618.0, 725.0, 157.0, 96.0]",0.334730446338653
931,31,"[43.0, 178.0, 984.0, 637.0]",0.311583787202835
931,2,"[629.0, 513.0, 121.0, 135.0]",0.285418361425399
931,7,"[655.0, 467.0, 53.0, 62.0]",0.20991660654544803
485,31,"[130.0, 13.0, 1574.0, 925.0]",0.6755626201629631
485,1,"[460.0, 750.0, 888.0, 205.0]",0.48194608092308006
485,7,"[506.0, 676.0, 806.0, 140.0]",0.39147448539733803
485,7,"[1222.0, 707.0, 62.0, 77.0]",0.35710465908050504
485,7,"[518.0, 713.0, 437.0, 91.0]",0.299368888139724
485,1,"[1221.0, 780.0, 114.0, 143.0]",0.278807252645492
485,5,"[1175.0, 981.0, 198.0, 99.0]",0.251488387584686
485,7,"[818.0, 704.0, 475.0, 95.0]",0.24119037389755202
485,23,"[1344.0, 913.0, 262.0, 148.0]",0.202917486429214
485,7,"[528.0, 719.0, 83.0, 98.0]",0.200683981180191
673,18,"[653.0, 0.0, 493.0, 341.0]",0.6783588528633111
673,5,"[477.0, 511.0, 439.0, 180.0]",0.541312634944915
673,5,"[1845.0, 466.0, 75.0, 74.0]",0.439183831214904
673,18,"[157.0, 10.0, 1025.0, 336.0]",0.39790770411491305
673,7,"[480.0, 235.0, 75.0, 82.0]",0.39310535788536005
673,7,"[479.0, 255.0, 438.0, 84.0]",0.32515534758567805
673,7,"[459.0, 262.0, 738.0, 145.0]",0.27555480599403304
673,1,"[436.0, 310.0, 553.0, 180.0]",0.274837851524353
673,7,"[867.0, 289.0, 391.0, 75.0]",0.25480780005455
673,7,"[23.0, 215.0, 952.0, 140.0]",0.218835785984992
673,5,"[456.0, 460.0, 1464.0, 387.0]",0.21846289932727803
673,5,"[841.0, 500.0, 92.0, 99.0]",0.20551437139511103
437,31,"[19.0, 0.0, 773.0, 573.0]",0.604031324386596
437,2,"[781.0, 494.0, 85.0, 85.0]",0.37971493601799006
437,5,"[764.0, 621.0, 61.0, 70.0]",0.339645117521286
437,2,"[746.0, 496.0, 94.0, 90.0]",0.329052984714508
651,18,"[133.0, 160.0, 499.0, 360.0]",0.817590236663818
651,5,"[183.0, 774.0, 214.0, 130.0]",0.7365397214889521
651,7,"[1433.0, 462.0, 264.0, 94.0]",0.5825456976890561
651,5,"[1387.0, 692.0, 384.0, 256.0]",0.5772796869277951
651,5,"[169.0, 696.0, 1570.0, 313.0]",0.46335878968238803
651,7,"[78.0, 454.0, 289.0, 84.0]",0.430939495563507
651,7,"[296.0, 450.0, 72.0, 87.0]",0.35671308636665305
651,5,"[1378.0, 761.0, 250.0, 174.0]",0.337685197591781
651,1,"[764.0, 535.0, 97.0, 68.0]",0.320348262786865
651,5,"[148.0, 638.0, 756.0, 248.0]",0.31787884235382
651,1,"[170.0, 514.0, 1556.0, 312.0]",0.31553420424461304
651,5,"[1688.0, 671.0, 84.0, 81.0]",0.313038080930709
651,1,"[1435.0, 543.0, 244.0, 156.0]",0.309464842081069
651,1,"[59.0, 528.0, 82.0, 75.0]",0.273330330848693
651,5,"[73.0, 636.0, 91.0, 69.0]",0.25680327415466303
651,7,"[121.0, 461.0, 698.0, 117.0]",0.256778508424758
651,2,"[234.0, 524.0, 135.0, 174.0]",0.24244098365306802
651,7,"[1425.0, 466.0, 70.0, 73.0]",0.23782096803188302
651,5,"[3.0, 642.0, 382.0, 260.0]",0.22275704145431502
